graph,original_order,original_size,original_time,original_iterations,original_error,original_technique,batch_size,order,size,time,iterations,error,technique
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","5","281904","2312675","282.485","55","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","5","281904","2312675","42.228","7","0.0000064334","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","5","281904","2312675","41.608","7","0.0000065031","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","5","281904","2312675","282.441","55","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","5","281904","2312675","38.399","7","0.0000056444","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","5","281904","2312675","39.187","6","0.000005721","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281907","2312681","285.623","55","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281907","2312681","28.692","5","0.0000051898","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281907","2312681","27.425","5","0.000005247","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281903","2312679","285.611","56","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281903","2312679","65.05","11","0.0000051552","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281903","2312679","64.47","10","0.0000052246","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281904","2312680","293.424","56","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281904","2312680","43.265","7","0.0000047739","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281904","2312680","42.63","7","0.0000047903","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281906","2312680","285.866","55","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281906","2312680","72.037","11","0.0000045033","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281906","2312680","71.44","11","0.0000045792","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281905","2312680","284.671","55","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281905","2312680","53.688","9","0.0000060252","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","10","281905","2312680","53.351","9","0.0000060887","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281913","2312725","286.792","55","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281913","2312725","82.432","13","0.0000061744","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281913","2312725","82.109","13","0.0000061994","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281907","2312721","290.036","56","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281907","2312721","78.819","13","0.0000055884","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281907","2312721","78.205","13","0.0000055997","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281913","2312725","286.816","55","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281913","2312725","70.237","12","0.0000058167","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281913","2312725","69.848","12","0.0000058856","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281912","2312725","286.713","55","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281912","2312725","70.974","12","0.0000055378","pagerankDynamic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281912","2312725","70.464","12","0.0000056092","pagerankDynamic [skip-comp]"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281914","2312722","285.636","55","0","pagerankStatic"
"web-Stanford","281903","2312497","473.101","63","0","pagerankMonolithic","50","281914","2312722","73.858","12","0.000005366","pagerankDynamic"
